seniorcitizen,tenure,monthlycharges,gender_male,dependents_yes,phoneservice_yes,multiplelines_yes,internetservice_fiber optic,contract_one year,contract_two year,churn
0,19,21,1,1,1,0,0,0,1,0
0,64,86,0,0,1,1,0,1,0,0
0,1,60,1,0,1,0,0,0,1,1
0,1,79,0,0,1,0,0,0,0,1
0,13,66,1,0,1,1,0,1,0,0
0,6,91,0,0,1,0,0,0,0,0
0,63,108,0,0,1,0,0,0,0,1
1,41,98,1,0,1,1,0,0,1,1
0,70,110,1,0,1,0,0,0,1,1
0,15,19,1,0,1,1,1,0,0,0
0,64,25,1,1,1,1,1,1,0,0
0,1,45,1,0,1,0,0,0,0,0
0,4,86,0,1,1,1,1,0,0,1
0,33,100,0,0,1,0,0,0,0,0
0,17,99,0,1,1,1,0,0,1,1
0,37,91,0,0,1,0,0,0,1,0
1,3,80,0,0,1,0,1,0,0,1
0,36,31,0,0,0,1,1,1,0,0
0,57,20,0,1,1,0,1,0,0,0
0,28,20,0,0,1,0,0,0,1,0
0,3,60,0,0,1,0,0,0,1,0
0,68,111,0,0,1,0,1,0,1,0
0,71,111,0,0,1,1,1,0,0,0
0,62,23,1,0,1,0,0,0,0,0
0,1,49,1,0,1,0,0,0,1,0
0,50,70,1,1,1,0,1,0,0,0
0,16,20,1,0,1,0,0,0,0,0
0,7,80,0,0,1,1,1,0,0,1
1,30,90,0,0,1,0,0,0,0,0
0,1,79,1,0,1,1,0,0,1,1
0,12,105,0,1,1,1,1,0,1,0
0,49,20,1,0,1,1,1,0,0,0
0,1,20,1,0,1,1,1,0,0,0
1,5,74,0,0,1,0,0,0,0,1
1,71,25,1,0,1,0,0,1,0,0
0,37,95,0,1,1,0,1,0,0,0
0,12,75,1,0,1,0,1,0,0,0
1,32,85,1,0,1,1,0,0,1,1
1,10,87,1,0,1,1,1,1,0,1
0,72,93,0,1,1,0,0,1,0,0
0,18,55,1,0,1,0,1,0,0,0
1,60,89,0,0,1,1,0,1,0,0
1,56,96,0,0,1,1,1,0,1,0
1,72,110,1,0,1,1,0,1,0,0
0,18,50,0,0,1,1,0,0,0,0
0,1,74,1,0,1,0,0,0,0,0
0,5,66,1,0,1,1,1,1,0,0
0,56,100,0,1,1,1,1,0,0,0
0,13,86,0,0,1,0,0,0,0,0
0,61,74,0,1,1,1,1,0,0,0
1,68,80,1,0,1,0,0,1,0,0
0,1,75,0,0,1,1,1,0,1,1
1,2,70,1,0,1,0,1,1,0,0
0,3,75,0,0,1,1,0,0,1,0
0,53,61,1,0,1,1,0,0,1,0
0,1,69,1,0,1,1,0,0,0,1
1,67,61,1,0,1,0,1,0,0,0
0,13,19,1,0,1,1,1,1,0,0
1,60,106,0,0,1,1,0,1,0,0
0,32,99,1,0,1,1,1,0,0,0
0,54,94,0,0,1,0,1,1,0,0
1,58,99,1,0,1,0,0,0,0,1
0,56,105,1,0,1,0,1,0,0,0
0,36,19,0,0,1,1,0,0,1,0
0,1,31,0,0,0,0,0,0,0,0
0,67,110,1,0,1,1,1,0,0,0
0,1,20,0,0,1,1,1,0,0,0
1,53,54,1,0,0,1,0,0,1,1
0,49,95,1,0,1,1,1,0,0,0
0,45,20,1,0,1,0,0,1,0,1
0,52,91,1,0,1,0,0,0,0,0
0,35,21,0,0,1,1,1,0,0,0
0,18,20,1,0,1,0,1,0,0,0
0,64,89,1,0,1,1,1,1,0,0
0,5,21,0,0,1,0,0,0,1,0
0,10,30,0,0,0,1,1,0,0,0
0,3,90,1,1,1,1,1,0,0,0
0,65,25,1,1,1,1,1,1,0,0
0,1,70,0,0,1,0,1,0,0,1
1,23,35,1,0,0,1,0,1,0,0
0,10,89,0,1,1,0,1,1,0,0
0,37,90,1,0,1,0,0,0,0,0
1,60,99,1,0,1,0,0,1,0,0
1,33,110,0,0,1,1,1,1,0,1
0,53,98,1,0,1,1,1,0,0,0
0,9,65,1,0,1,0,0,1,0,0
0,7,45,1,1,1,1,0,0,1,0
0,1,70,0,0,1,1,0,0,1,1
0,0,20,1,1,1,1,1,0,0,0
0,55,21,0,1,1,0,0,1,0,0
0,13,44,1,1,1,1,0,0,1,0
0,15,85,1,0,1,0,0,1,0,0
0,24,94,1,0,1,0,0,0,0,0
0,12,85,1,0,1,0,0,0,1,0
1,33,94,1,0,1,1,1,1,0,0
0,3,90,1,0,1,0,0,1,0,0
1,72,117,0,0,1,1,1,0,0,0
0,13,20,1,0,1,0,1,0,0,0
0,22,85,0,1,1,0,1,0,0,0
0,25,60,1,1,1,1,1,0,1,0
0,29,80,1,1,1,0,0,0,1,0
1,43,110,0,0,1,1,1,0,0,1
0,62,101,0,1,1,0,0,0,0,0
0,70,19,0,0,1,0,0,0,0,0
0,15,20,0,0,1,0,0,0,1,1
1,5,85,0,0,1,0,1,1,0,1
1,9,74,1,0,1,0,0,0,0,0
0,52,98,0,1,1,0,1,0,0,0
0,7,51,1,0,1,0,0,1,0,1
0,1,46,0,0,1,1,1,0,0,1
0,36,95,1,1,1,0,1,1,0,0
0,1,49,1,0,1,1,0,0,0,0
1,1,70,0,0,1,0,0,0,1,1
0,1,75,0,0,1,0,0,1,0,1
0,2,20,0,0,1,1,1,0,1,0
0,3,81,0,1,1,1,0,0,0,0
0,47,99,0,0,1,0,0,0,0,1
1,24,80,1,0,1,0,1,0,0,0
1,34,90,1,0,1,1,1,0,1,0
0,5,56,1,0,1,0,1,1,0,0
0,2,76,0,0,1,1,1,0,0,1
0,5,51,1,0,0,0,1,0,0,1
0,72,25,1,0,1,1,0,0,1,0
0,49,99,1,0,1,0,0,1,0,1
0,52,84,0,1,1,0,0,0,0,0
0,71,85,1,1,1,1,1,0,0,0
0,66,20,1,1,1,1,0,1,0,0
0,12,20,1,0,1,1,1,0,0,0
0,13,80,0,0,1,0,0,1,0,0
0,2,55,0,0,1,0,0,0,1,1
0,56,36,1,1,0,0,1,1,0,0
0,42,55,0,0,1,0,0,1,0,0
0,4,95,1,0,1,0,1,0,0,0
0,57,74,1,1,1,0,0,0,0,0
0,37,20,0,0,1,0,0,0,0,0
1,55,85,0,0,1,1,1,0,1,1
0,47,95,1,0,1,0,1,0,0,0
1,3,31,0,0,0,1,1,0,1,0
0,65,61,0,1,1,1,1,0,0,0
0,3,20,1,0,1,1,0,0,0,1
0,52,86,0,1,1,0,0,0,1,0
0,31,94,1,0,1,0,0,0,1,0
0,21,75,1,0,1,1,0,1,0,0
0,7,70,0,0,1,0,1,0,0,0
0,12,95,1,0,1,1,0,0,1,0
0,7,20,0,1,1,0,1,0,0,0
0,18,19,1,0,1,0,1,0,0,0
1,11,111,1,0,1,0,0,0,1,0
0,3,75,0,0,1,0,0,0,0,1
0,44,20,1,0,1,0,0,1,0,0
1,18,20,0,0,1,1,1,0,1,0
0,20,97,1,1,1,1,1,0,0,0
0,66,62,0,0,0,0,0,0,0,0
0,1,70,1,0,1,0,1,1,0,1
0,32,19,1,1,1,0,1,1,0,0
1,72,77,1,0,1,0,0,1,0,0
1,1,85,0,0,1,0,0,0,0,1
0,6,85,1,0,1,0,0,0,0,1
0,71,99,1,0,1,0,0,0,1,0
0,2,20,1,1,1,1,1,1,0,0
0,58,86,1,0,1,0,0,0,0,0
0,29,19,0,0,1,0,0,0,0,0
0,6,76,1,0,1,1,0,0,1,1
0,67,90,1,1,1,0,0,1,0,0
1,69,110,1,0,1,0,0,0,1,0
0,19,60,0,0,1,0,1,0,0,0
0,40,101,1,0,1,1,0,0,0,1
0,62,94,0,0,1,0,1,1,0,0
0,39,80,1,1,1,1,1,0,0,1
0,12,61,0,0,0,0,0,0,0,0
1,1,89,0,0,1,0,0,0,1,1
0,30,66,0,1,1,0,0,0,0,0
1,51,20,0,0,1,0,0,1,0,0
1,22,90,1,0,1,0,0,0,1,1
1,14,80,0,0,1,0,0,0,0,0
0,9,20,1,0,1,1,1,0,0,0
0,70,66,0,1,1,0,0,0,0,0
0,38,20,0,0,1,1,1,0,0,0
0,22,20,1,0,1,0,1,0,0,0
1,1,70,1,0,1,0,0,0,0,0
0,32,20,0,0,1,0,1,0,0,0
1,71,90,0,0,1,1,1,0,0,0
1,1,70,0,0,1,1,1,0,0,1
0,20,89,1,0,1,1,1,0,0,1
1,1,89,1,0,1,0,0,0,1,1
0,39,19,1,1,1,1,1,0,1,0
1,68,20,1,1,1,0,0,0,0,0
0,3,20,1,0,1,0,0,0,0,0
0,49,30,1,0,0,1,1,0,1,0
0,2,43,0,0,0,0,1,0,0,1
0,4,76,0,0,1,1,0,0,0,0
1,5,90,1,0,1,0,1,0,0,1
0,54,106,1,1,1,1,1,1,0,0
0,69,19,1,0,1,1,1,0,0,0
0,1,45,0,0,1,0,0,0,0,0
0,31,103,1,0,1,1,1,0,0,1
1,35,95,1,0,1,1,1,1,0,0
0,19,76,0,1,1,0,0,0,1,0
1,14,74,0,0,1,1,0,0,0,1
0,37,24,0,1,1,0,1,0,0,0
0,1,36,0,0,0,1,1,1,0,0
0,18,78,0,0,1,1,1,0,0,0
0,70,58,0,0,0,1,1,0,0,0
0,54,75,1,0,1,0,1,0,0,0
0,36,56,0,0,1,1,0,0,1,0
0,41,102,0,1,1,0,0,0,1,0
0,2,81,0,1,1,1,1,0,1,0
0,64,20,1,0,1,1,1,1,0,0
0,4,98,0,1,1,0,0,0,0,1
0,62,20,1,1,1,1,1,0,1,0
0,24,70,1,1,1,0,0,0,0,0
0,26,49,1,0,1,0,0,0,0,0
0,33,54,0,0,1,0,1,1,0,0
0,4,78,0,0,1,0,1,0,0,1
0,1,69,1,0,1,0,0,0,1,1
0,69,99,1,1,1,1,1,0,0,0
0,34,100,1,0,1,1,1,0,0,1
0,13,79,0,0,1,0,0,1,0,0
0,30,25,0,1,1,1,0,1,0,0
0,72,105,1,1,1,0,1,0,1,0
0,19,20,0,1,1,1,1,0,0,0
0,71,95,0,1,1,0,1,1,0,0
0,18,86,1,1,1,1,1,0,1,0
0,18,84,1,0,1,0,1,0,1,0
0,65,109,1,0,1,0,0,0,1,1
0,51,95,1,0,1,0,0,0,0,1
1,13,107,1,0,1,0,0,0,1,1
0,65,60,0,0,1,0,0,1,0,0
0,35,26,0,1,1,0,0,1,0,0
1,3,80,1,0,1,1,1,1,0,1
0,57,109,0,0,1,1,1,1,0,0
0,65,79,0,1,1,0,0,0,1,0
0,12,20,1,1,1,1,1,0,0,0
0,52,54,1,0,1,0,1,0,0,0
0,54,81,0,0,1,0,0,0,1,0
0,1,70,0,0,1,0,0,0,0,0
0,61,79,0,1,1,1,1,0,1,0
0,3,50,1,0,1,1,1,0,0,0
0,44,21,1,1,1,1,1,0,0,0
0,6,46,0,0,1,1,1,0,0,0
0,1,75,1,1,1,0,0,0,0,0
0,27,46,1,1,0,0,0,1,0,0
0,68,80,1,1,1,0,0,0,0,0
0,35,41,0,1,0,1,1,0,0,0
0,46,25,1,1,1,1,1,0,0,0
0,71,25,0,0,1,0,0,1,0,0
0,36,19,0,1,1,1,0,0,1,0
0,69,87,1,1,1,0,1,0,0,0
0,26,60,0,1,1,0,0,0,0,1
0,58,75,1,1,1,1,0,0,1,0
1,72,25,1,0,1,1,1,0,0,0
1,60,72,1,0,1,0,0,0,0,0
0,33,58,0,1,1,0,0,1,0,0
0,39,51,0,1,1,1,1,0,0,0
0,20,81,0,0,1,1,0,0,1,0
0,51,19,1,0,1,0,0,0,0,0
0,21,20,1,1,1,1,1,0,0,0
0,34,61,0,0,1,0,0,1,0,0
0,59,20,0,0,1,1,0,1,0,0
0,70,110,0,1,1,1,1,0,0,0
1,1,20,1,0,1,0,1,0,0,1
0,71,84,0,0,1,0,1,0,0,0
0,53,21,0,0,1,1,1,0,0,1
0,1,70,1,0,1,1,1,0,1,1
0,7,78,0,0,1,1,1,0,0,0
0,1,25,1,0,0,1,1,0,0,0
0,11,42,1,0,0,1,1,0,1,1
0,1,20,1,0,1,1,1,0,0,0
0,43,20,0,0,1,0,0,1,0,0
0,3,101,1,0,1,1,1,0,1,1
0,1,30,1,1,0,1,1,0,0,1
0,31,104,0,1,1,0,0,1,0,1
0,40,64,0,0,1,1,1,0,0,0
1,71,105,1,1,1,0,1,0,0,1
1,15,90,0,0,1,1,0,0,1,1
0,52,103,1,0,1,0,1,0,0,0
0,18,20,1,0,1,0,0,1,0,0
0,31,85,0,0,1,0,0,0,0,0
0,40,20,1,1,1,0,1,0,0,0
0,60,60,0,1,0,1,1,0,1,0
0,69,44,0,1,0,0,0,0,1,0
1,26,86,0,0,1,1,1,0,0,0
0,16,81,1,0,1,1,0,0,0,0
0,3,25,0,0,1,1,0,0,1,0
1,53,104,1,0,1,0,1,0,0,1
0,7,79,0,0,1,0,1,0,0,1
0,3,30,1,0,0,1,1,0,0,0
0,58,93,0,1,1,1,1,0,0,1
0,12,54,1,0,1,1,0,0,1,0
0,71,71,0,1,1,1,1,0,0,0
0,43,91,1,0,1,1,1,0,0,0
0,10,70,1,0,1,0,1,1,0,1
0,60,104,1,1,1,1,1,0,1,0
0,1,70,1,1,1,1,1,0,1,1
0,13,83,1,0,1,0,1,0,0,1
0,23,20,0,0,1,1,1,1,0,0
0,1,19,1,0,1,0,0,0,1,0
0,27,20,1,0,1,0,0,0,1,0
0,57,95,0,1,1,1,1,0,0,0
0,47,74,0,0,1,0,0,0,0,0
0,48,96,0,1,1,0,0,0,0,1
0,51,79,0,1,1,1,1,1,0,0
1,8,70,1,0,1,0,0,0,0,1
0,1,94,0,0,1,1,1,0,1,1
0,57,19,1,1,1,1,0,1,0,0
0,11,76,0,0,1,1,1,0,1,0
0,6,110,0,0,1,0,0,0,0,1
0,17,36,0,0,0,1,1,0,0,0
0,18,83,1,1,1,0,0,0,1,0
0,38,62,1,0,1,0,0,0,0,1
1,20,107,1,0,1,0,1,1,0,0
0,68,73,0,1,1,0,0,0,0,0
0,3,70,1,0,1,0,0,0,0,0
0,47,79,1,0,1,0,0,0,1,0
0,4,49,1,1,1,1,1,0,0,1
0,44,94,0,1,1,0,0,0,0,0
0,64,68,0,0,1,1,0,0,1,0
1,66,106,0,0,1,1,1,0,0,1
0,49,25,0,1,1,0,0,0,0,0
0,72,105,1,0,1,0,0,0,0,0
0,41,81,0,0,1,1,1,0,1,0
1,49,90,1,0,1,0,0,0,0,1
0,7,35,1,0,0,1,1,0,1,0
1,4,74,1,0,1,0,0,0,0,1
1,71,73,1,1,1,0,0,1,0,0
1,2,49,1,0,1,0,0,0,0,1
0,54,65,1,0,1,1,1,0,1,0
0,27,21,1,1,1,0,1,0,0,0
0,24,75,1,1,1,1,0,1,0,0
0,67,118,1,0,1,1,1,0,0,1
1,72,89,0,0,1,0,0,0,0,0
0,5,20,0,0,1,1,1,0,0,0
0,37,41,1,0,0,0,0,0,0,0
0,12,49,0,0,1,0,0,1,0,0
0,6,20,1,1,1,0,0,0,0,0
1,63,90,0,0,1,1,1,1,0,0
0,70,115,1,1,1,1,1,0,0,0
0,24,101,1,0,1,0,1,0,0,1
0,18,99,1,0,1,0,0,0,0,1
0,48,111,1,0,1,1,0,0,1,0
1,69,90,1,0,1,1,0,1,0,1
0,70,95,1,0,1,1,1,0,0,0
1,1,74,1,0,1,0,0,1,0,0
0,54,66,1,1,1,0,1,0,0,0
0,70,20,1,1,1,1,0,0,0,0
0,7,19,1,0,1,0,0,0,0,0
0,2,70,0,0,1,1,1,1,0,0
0,26,21,1,0,1,0,1,0,0,0
0,71,24,1,1,1,0,1,0,0,0
0,7,74,0,0,1,1,1,0,0,1
1,65,71,1,0,1,0,1,1,0,0
0,1,45,0,0,1,0,0,1,0,1
0,9,20,1,1,1,0,0,0,0,0
0,5,51,0,1,1,1,0,0,1,0
0,11,75,1,0,1,1,0,0,0,1
1,56,105,1,1,1,1,1,0,0,1
1,10,86,1,0,1,0,0,0,0,1
0,51,60,0,1,0,0,0,0,0,0
0,22,87,1,0,1,0,0,1,0,0
0,2,49,0,0,1,0,1,0,1,0
0,18,20,0,0,1,0,0,0,1,0
0,2,86,1,0,1,0,0,1,0,1
0,1,20,1,0,1,1,0,0,1,0
0,3,50,1,1,1,0,0,0,0,1
0,10,70,1,0,1,1,1,0,0,1
0,5,20,1,0,1,0,0,0,0,0
1,68,90,0,0,1,1,1,0,0,1
0,13,20,0,0,1,0,0,0,1,0
0,1,50,1,0,1,1,0,1,0,1
0,67,94,0,1,1,1,1,0,0,0
0,2,54,1,0,1,0,0,0,1,1
0,53,20,1,1,1,0,0,1,0,1
0,69,24,1,0,1,1,1,1,0,0
0,3,55,1,0,1,1,0,0,1,0
0,6,70,1,1,1,1,0,0,0,0
0,50,44,1,0,0,0,1,0,0,0
0,67,19,1,0,1,0,0,0,0,0
0,4,21,0,1,1,0,0,1,0,0
0,32,19,0,0,1,0,0,0,0,0
0,8,20,1,0,1,0,0,1,0,0
0,35,46,0,1,0,0,0,0,0,0
0,3,34,0,0,0,0,0,1,0,1
0,4,86,1,0,1,0,0,0,0,0
1,7,75,1,0,1,1,1,0,1,0
0,24,64,0,1,1,0,0,1,0,0
0,51,96,1,0,1,1,1,0,0,0
0,17,19,0,0,1,0,0,0,0,0
0,41,86,0,0,1,1,1,0,0,0
0,71,90,0,0,1,0,0,0,1,0
0,48,79,1,1,1,0,1,0,0,0
1,2,19,1,0,1,1,1,0,0,0
0,34,55,0,0,1,0,0,0,0,0
0,9,44,0,0,1,1,1,1,0,0
0,47,106,0,0,1,1,0,0,1,0
1,10,30,0,0,0,0,0,0,1,1
0,11,45,1,0,1,0,0,0,1,0
0,50,100,0,0,1,0,0,0,0,0
1,1,44,1,0,1,0,0,1,0,0
0,24,90,1,0,1,0,0,0,0,1
0,64,95,0,0,1,0,1,1,0,0
1,65,86,1,1,1,1,1,0,0,0
0,13,45,1,1,1,0,0,0,0,0
0,67,26,1,0,1,1,1,0,0,0
0,1,20,1,1,1,1,1,0,0,0
1,2,89,0,0,1,0,1,0,0,1
0,35,69,1,1,1,1,1,1,0,0
0,72,95,0,1,1,1,1,1,0,0
1,28,26,0,0,1,0,0,0,1,0
0,12,54,0,0,1,0,0,1,0,0
0,3,79,1,0,1,1,0,0,1,1
0,7,75,1,0,1,0,0,1,0,1
0,68,71,1,1,1,1,1,0,0,0
1,2,80,0,0,1,1,0,0,1,1
0,66,86,1,0,1,0,0,0,1,0
0,64,93,1,1,1,0,1,0,1,0
0,72,101,0,0,1,1,1,1,0,0
0,49,41,0,0,0,1,0,0,1,0
1,3,87,0,0,1,1,1,0,0,1
0,39,103,0,0,1,0,0,0,0,1
0,5,43,1,0,0,0,0,0,0,1
0,50,55,1,1,1,0,1,0,0,0
0,25,62,1,1,1,0,1,0,0,0
1,2,71,0,0,1,0,0,0,0,1
1,23,88,0,1,1,1,1,0,1,0
0,62,116,1,1,1,0,1,0,0,0
0,37,20,0,1,1,0,1,1,0,0
0,48,97,1,0,1,0,1,0,0,0
0,57,53,0,1,1,0,1,0,1,0
0,2,75,1,0,1,1,1,0,0,0
0,68,110,0,0,1,1,1,1,0,0
0,1,54,1,0,1,1,1,0,1,1
0,1,19,1,0,1,0,0,0,0,0
0,68,109,0,1,1,0,1,0,0,0
0,1,20,1,0,1,1,0,0,0,0
0,5,51,1,0,1,0,0,0,0,0
0,23,48,1,1,1,1,1,0,1,1
0,12,80,1,0,1,1,1,0,0,0
1,65,109,0,0,1,1,1,1,0,0
1,72,84,0,0,1,0,0,0,0,0
0,34,20,1,0,1,0,0,0,0,0
0,52,40,1,0,0,0,1,0,0,0
0,36,41,0,1,0,0,1,0,0,0
0,18,56,0,1,1,1,1,0,1,0
0,24,100,1,0,1,0,0,0,0,0
1,72,90,0,0,1,0,0,0,1,0
0,72,79,1,0,1,1,1,0,0,0
0,8,20,0,0,1,1,1,0,0,0
0,2,45,1,0,1,0,0,0,0,1
0,10,21,0,0,1,1,1,0,0,0
0,42,54,1,1,1,1,1,1,0,0
0,52,50,1,1,0,0,1,0,0,0
1,26,95,0,0,1,0,0,1,0,1
0,72,89,1,0,1,0,0,0,0,0
1,72,78,0,0,1,1,0,0,1,0
1,58,45,1,0,0,0,1,0,0,1
0,71,77,0,0,1,0,1,0,0,0
0,54,63,1,1,1,0,0,0,0,0
0,68,85,0,1,1,0,0,0,0,0
0,48,71,1,0,1,1,1,0,0,0
0,40,25,1,1,1,0,0,1,0,0
0,47,110,1,0,1,0,0,0,0,1
0,54,95,0,0,1,0,0,1,0,0
0,1,20,0,0,1,1,0,1,0,0
0,72,87,1,0,1,0,0,0,1,0
1,9,81,0,0,1,0,0,0,0,1
1,71,96,1,0,1,1,1,1,0,0
0,27,96,0,0,1,1,0,0,1,0
1,2,66,1,0,1,1,1,1,0,1
0,37,79,0,0,1,0,0,0,1,1
0,2,61,1,1,1,0,0,1,0,0
0,13,24,0,0,0,0,0,1,0,1
0,3,71,1,1,1,1,1,0,0,0
0,6,55,0,0,1,1,0,0,1,0
0,16,85,0,0,1,0,0,0,0,1
0,72,89,1,1,1,0,0,1,0,0
0,56,91,0,0,1,0,0,0,0,0
1,65,104,0,1,1,0,0,0,0,0
0,11,60,1,1,1,1,0,1,0,0
0,64,105,1,0,1,1,1,0,0,0
0,14,86,0,1,1,0,0,0,0,0
0,34,61,0,1,1,1,0,0,1,0
0,16,86,0,0,1,0,1,0,0,0
0,35,73,1,1,1,1,1,0,1,0
0,72,117,0,1,1,0,0,0,0,0
0,9,66,0,1,1,1,1,0,0,0
0,4,20,0,0,1,0,0,0,0,0
0,66,116,1,0,1,0,0,0,0,0
1,8,70,1,0,1,0,0,1,0,0
0,63,69,1,0,1,0,0,0,1,0
0,30,20,0,1,1,0,1,0,0,0
1,34,109,1,1,1,0,0,1,0,0
0,6,89,0,0,1,0,0,0,1,1
0,3,19,0,0,1,0,0,0,0,0
0,56,103,1,1,1,0,1,0,0,0
0,1,50,0,0,1,0,0,0,0,1
0,52,59,0,0,0,1,1,0,0,0
0,62,20,0,1,1,1,1,0,0,0
0,27,20,1,1,1,0,1,0,0,0
0,20,20,1,0,1,0,1,0,0,0
0,31,25,1,1,0,1,1,1,0,0
0,37,55,1,0,1,0,0,0,0,0
0,28,94,1,0,1,1,1,0,0,1
0,64,81,1,1,1,1,0,0,1,0
0,62,39,1,0,0,0,0,0,0,0
0,3,25,1,0,0,0,0,1,0,0
1,69,85,1,0,1,0,0,0,1,0
1,65,106,0,0,1,1,0,0,1,1
0,1,75,0,0,1,1,1,1,0,1
0,1,20,1,0,1,1,0,0,1,0
0,2,31,0,0,0,0,1,0,0,1
0,72,114,1,1,1,0,1,0,0,0
1,28,64,0,0,1,1,1,0,0,0
0,30,19,0,0,1,1,1,0,0,0
0,70,85,1,0,1,1,1,0,0,0
0,12,50,1,0,1,0,0,0,0,1
0,25,89,0,1,1,0,1,0,0,1
0,6,55,0,1,1,0,1,0,0,0
1,32,94,1,0,1,0,0,0,1,0
0,63,81,0,0,1,0,0,0,0,0
0,2,79,1,0,1,0,0,0,1,1
0,5,49,1,1,1,0,1,0,0,0
0,61,101,0,0,1,0,0,0,1,0
1,57,80,1,0,1,0,0,0,1,0
0,16,71,1,0,1,0,0,0,1,0
0,14,83,1,0,1,0,1,0,0,0
0,2,20,1,1,1,0,1,0,0,0
0,15,76,1,0,1,0,0,0,0,1
1,57,94,1,0,1,1,1,0,0,0
0,3,20,0,0,1,1,1,0,0,0
0,40,106,0,0,1,0,1,0,0,0
0,40,106,1,0,1,1,1,0,0,0
0,53,49,0,1,0,0,0,0,1,0
0,49,94,1,0,1,1,0,0,1,0
1,61,94,0,0,1,1,1,0,0,0
0,71,66,1,1,1,1,1,0,0,0
0,3,70,0,0,1,0,0,0,1,0
0,67,103,0,0,1,0,0,0,0,1
0,72,103,1,1,1,1,0,1,0,1
0,34,90,1,1,1,1,0,0,1,0
0,21,86,0,0,1,0,0,0,0,1
1,2,50,0,0,1,1,1,0,0,1
0,39,45,1,1,0,0,0,0,1,0
0,18,40,0,0,0,0,1,1,0,0
1,30,106,1,0,1,1,1,0,0,0
0,70,114,0,1,1,1,0,1,0,1
0,39,54,1,0,1,0,0,0,0,0
0,55,19,1,1,1,1,1,1,0,0
0,3,37,1,0,0,0,0,0,1,1
0,1,20,1,0,1,0,0,0,0,1
0,13,72,0,0,1,1,1,0,0,0
1,29,94,1,0,1,0,1,0,0,1
0,7,76,0,1,1,0,1,0,0,0
0,65,84,1,1,1,0,0,0,0,0
0,3,21,1,0,1,0,1,0,0,0
0,65,105,0,0,1,1,1,0,0,0
0,31,20,1,0,1,0,1,0,0,0
0,32,65,1,0,1,0,1,1,0,0
1,41,100,1,0,1,0,1,0,0,1
0,3,31,0,1,0,1,0,0,1,1
0,2,91,0,0,1,0,0,1,0,0
1,19,34,1,0,0,0,1,1,0,0
0,8,20,1,1,1,1,1,1,0,0
1,30,100,0,0,1,0,0,0,1,1
0,70,79,1,0,1,0,0,0,0,0
0,66,55,1,0,1,1,1,0,0,0
1,72,24,0,0,1,1,1,0,0,0
0,16,94,1,0,1,0,0,0,0,1
0,70,25,1,1,1,0,0,0,0,0
0,72,111,0,0,1,0,1,1,0,0
0,1,85,0,0,1,1,0,0,0,1
1,52,60,0,0,1,1,0,0,1,0
1,38,103,1,0,1,0,1,0,0,0
0,68,58,0,0,1,0,0,1,0,0
0,26,82,0,1,1,1,0,0,0,0
0,1,20,0,0,1,1,0,0,0,0
0,28,100,1,1,1,0,1,0,0,0
1,72,105,0,0,1,0,1,0,0,0
0,43,60,0,1,0,0,1,0,0,0
0,2,69,0,0,1,0,0,0,1,0
1,70,89,1,0,1,1,0,0,1,0
1,60,116,0,0,1,0,0,1,0,0
0,38,70,1,0,1,1,1,0,0,0
1,43,101,1,0,1,0,0,0,0,1
1,2,74,1,0,1,0,0,0,0,0
1,11,100,0,0,1,1,0,1,0,1
0,2,87,0,0,1,0,0,0,0,1
0,12,62,0,0,1,0,0,1,0,1
0,72,90,0,1,1,0,1,0,0,0
0,32,61,0,1,1,1,1,0,1,0
0,20,21,1,0,1,1,1,1,0,0
0,60,96,1,0,1,0,1,0,0,1
0,3,43,1,0,1,1,0,0,1,1
0,61,75,1,0,1,1,0,0,0,0
1,62,96,0,1,1,0,0,1,0,0
0,5,54,0,0,1,1,0,0,0,0
0,40,97,1,0,1,1,0,0,1,1
0,34,104,1,1,1,0,0,0,0,0
1,27,76,1,0,1,1,1,0,0,1
0,1,46,1,0,1,0,0,0,0,0
0,16,63,0,0,1,0,0,1,0,0
0,68,89,1,1,1,1,1,0,0,0
0,56,65,1,0,1,1,1,0,0,0
0,40,80,1,0,1,0,0,0,0,0
1,21,97,1,0,1,0,0,0,0,1
0,1,45,1,0,1,0,0,0,1,1
0,14,26,0,1,1,1,1,0,0,0
0,10,20,1,0,1,1,0,0,1,0
0,70,78,1,1,1,1,1,0,0,0
0,46,73,1,0,1,0,0,0,0,0
0,3,25,0,0,0,1,0,1,0,1
0,58,105,1,0,1,0,0,1,0,1
0,26,73,0,0,1,0,0,0,0,0
0,71,25,0,1,1,0,0,1,0,0
0,34,25,0,1,1,0,0,0,0,0
0,40,20,0,0,1,1,1,0,0,0
0,21,65,0,1,1,1,1,0,0,0
0,1,75,0,0,1,1,1,0,0,1
1,56,110,0,0,1,1,0,1,0,0
0,69,19,0,1,1,0,0,0,0,0
1,18,95,1,0,1,1,0,0,1,1
0,11,20,1,1,1,0,0,1,0,0
0,10,98,1,0,1,1,1,1,0,1
0,19,95,0,0,1,1,1,0,0,1
0,48,102,0,0,1,0,1,0,0,0
0,13,44,0,0,1,1,1,1,0,0
0,7,71,0,1,1,0,0,1,0,0
0,72,71,0,1,1,0,0,0,0,0
1,2,70,0,0,1,0,0,1,0,1
0,33,91,1,0,1,1,1,0,1,0
0,64,90,1,1,1,0,0,1,0,0
0,71,90,1,1,1,1,1,0,1,0
0,15,100,1,0,1,1,0,0,1,0
